"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"OXDI","1_nSPC","-1","-1.454","-0.522","1.7","1.132","2.519","0.127","0.13","0.15","0.149","0.019","0.019"
"OXDI","2_BLT","-1","-1.454","-0.522","1.7","1.132","2.519","0.098","0.23","0.16","0.093","0.016","0.021"
"OXLO","1_nSPC","-0.33","-1.1255"," 0.4471","2.1","0.6124","5.4807","0.018","0.018","0.012","0.0122","0.00022","0.00022"
"OXLO","2_BLT","-0.33","-1.1255"," 0.4471","2.1","0.6124","5.4807","0.013","0.017","0.019","0.0091","0.00024","0.00016"
"OXUN","1_nSPC","-2.2","-2.533","-1.835","2.7","2.122","3.374","0.55","0.55","0.2","0.20","0.11","0.11"
"OXUN","2_BLT","-2.2","-2.533","-1.835","2.7","2.122","3.374","0.21","0.70","1.4","0.51","0.29","0.36"
"PAAR","1_nSPC","-0.39","-0.73559","-0.02802","5.1","4.316","6.070","0.73","0.73","0.052","0.052","0.038","0.038"
"PAAR","2_BLT","-0.39","-0.73559","-0.02802","5.1","4.316","6.070","0.63","0.71","0.303","0.059","0.190","0.042"
"PABA","1_nSPC","0.71","-0.4048"," 1.8312","31","  2.951","106.113","0.068","0.068","0.64","0.636","0.043","0.0431"
"PABA","2_BLT","0.71","-0.4048"," 1.8312","31","  2.951","106.113","0.034","0.017","0.75","0.024","0.025","0.0004"
"PACL","1_nSPC","-0.69","-1.2969","-0.0421","3.1","1.852","5.053","0.093","0.093","0.047","0.047","0.0043","0.0043"
"PACL","2_BLT","-0.69","-1.2969","-0.0421","3.1","1.852","5.053","0.022","0.043","0.203","0.066","0.0045","0.0028"
"PACR","1_nSPC","-2.4","-3.562","-1.256","4.8"," 1.169","12.858","0.076","0.076","0.33","0.33","0.025","0.025"
"PACR","2_BLT","-2.4","-3.562","-1.256","4.8"," 1.169","12.858","0.015","0.145","1.06","0.22","0.016","0.032"
"PACY","1_nSPC","-1.3","-1.6339","-0.9429","2.7","1.672","3.962","0.32","0.32","0.40","0.40","0.13","0.13"
"PACY","2_BLT","-1.3","-1.6339","-0.9429","2.7","1.672","3.962","0.12","0.34","0.96","0.35","0.12","0.12"
