"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"ELBI","2_BLT","-1.1","-2.6442"," 0.4136","0.97","0.04718","5.13576","0.0049","0.014"," 2.8"," 2.9","0.014","0.041"
"EPIN","1_nSPC","0.052","-0.29379"," 0.40362","2.6","1.791","3.503","0.12","0.12","0.36","0.36","0.043","0.043"
"EPIN","2_BLT","0.052","-0.29379"," 0.40362","2.6","1.791","3.503","0.12","0.11","0.59","0.23","0.068","0.025"
"EXBR","1_nSPC","0.28","-0.08494"," 0.67961","3.7","2.340","5.403","0.12","0.123","0.027","0.027","0.0034","0.0034"
"EXBR","2_BLT","0.28","-0.08494"," 0.67961","3.7","2.340","5.403","0.11","0.085","0.065","0.018","0.0072","0.0015"
"FICO","1_nSPC","-0.3","-1.0846"," 0.5278","1.3","0.3213","3.6807","0.033","0.033","0.63","0.63","0.0204","0.0204"
"FICO","2_BLT","-0.3","-1.0846"," 0.5278","1.3","0.3213","3.6807","0.017","0.023","0.50","0.38","0.0084","0.0085"
"FISH","1_nSPC","-0.17","-1.4078"," 1.1382","52","  1.072","360.341","0.0122","0.0122","0.019","0.0192","0.00023","2.3e-04"
"FISH","2_BLT","-0.17","-1.4078"," 1.1382","52","  1.072","360.341","0.0053","0.0063","0.226","0.0044","0.00119","2.8e-05"
"FOFL","1_nSPC","-0.52","-0.7936","-0.2395","2.8","2.200","3.531","0.26","0.26","0.057","0.057","0.015","0.015"
"FOFL","2_BLT","-0.52","-0.7936","-0.2395","2.8","2.200","3.531","0.23","0.33","0.140","0.050","0.032","0.016"
"FOLO","1_nSPC","-0.5","-1.1957"," 0.1647","3.1","1.510","5.507","0.069","0.069","0.083","0.083","0.0057","0.0057"
"FOLO","2_BLT","-0.5","-1.1957"," 0.1647","3.1","1.510","5.507","0.018","0.029","0.188","0.060","0.0034","0.0017"
"GEPE","1_nSPC","-0.27","-0.8779"," 0.3338","1.9","1.008","3.256","0.048","0.048","0.31","0.31","0.015","0.015"
"GEPE","2_BLT","-0.27","-0.8779"," 0.3338","1.9","1.008","3.256","0.042","0.055","0.88","0.47","0.037","0.026"
"GOBI","1_nSPC","0.84","-0.2809"," 1.8601","0.9","0.1310","3.2592","0.0082","0.0082","0.0079","0.0079","6.5e-05","6.5e-05"
"GOBI","2_BLT","0.84","-0.2809"," 1.8601","0.9","0.1310","3.2592","0.0351","0.0155","0.0087","0.0096","3.1e-04","1.5e-04"
"GOVA","1_nSPC","0.22","-0.02991"," 0.47180","2.5","2.057","3.040","0.35","0.35","0.094","0.094","0.033","0.033"
"GOVA","2_BLT","0.22","-0.02991"," 0.47180","2.5","2.057","3.040","0.45","0.40","0.231","0.091","0.103","0.036"
"GUCU","1_nSPC","-1.5","-2.5753","-0.3125","3.3"," 0.3458","13.9333","0.0611","0.061","0.018","0.018","0.00110","0.00110"
"GUCU","2_BLT","-1.5","-2.5753","-0.3125","3.3"," 0.3458","13.9333","0.0088","0.037","0.049","0.015","0.00044","0.00055"
"GYEU","1_nSPC","0.8","-0.07728"," 1.73039","0.52","0.1602","1.2329","0.0052","0.0052","0.35","0.35","0.0018","0.0018"
"GYEU","2_BLT","0.8","-0.07728"," 1.73039","0.52","0.1602","1.2329","0.0147","0.0067","0.20","0.39","0.0030","0.0026"
"GYFL","1_nSPC","-1","-2.6858"," 0.6041","1.9e+25","1.569e-09","3.157e+09","0.0063","0.0063","2.04","2.0e+00","0.01281","1.3e-02"
"GYFL","2_BLT","-1","-2.6858"," 0.6041","1.9e+25","1.569e-09","3.157e+09","0.0018","0.0050","0.38","2.1e-26","0.00069","1.0e-28"
"GYME","1_nSPC","-0.27","-1.6693"," 1.0339","0.71","0.0801","2.5874","0.026","0.026","1.4","1.40","0.036","0.036"
"GYME","2_BLT","-0.27","-1.6693"," 1.0339","0.71","0.0801","2.5874","0.028","0.036","0.4","0.57","0.011","0.021"
"HAOR","1_nSPC","0.39","0.06913","0.70677","4.7","3.680","6.140","0.26","0.26","0.039","0.039","0.010","0.0102"
"HAOR","2_BLT","0.39","0.06913","0.70677","4.7","3.680","6.140","0.26","0.19","0.139","0.029","0.036","0.0057"
"HECA","1_nSPC","-0.025","-1.28306"," 1.27892","0.95","0.7524","1.1876","0.0042","0.0042","0.59","0.59","0.0025","0.0025"
"HECA","2_BLT","-0.025","-1.28306"," 1.27892","0.95","0.7524","1.1876","0.0037","0.0038","0.41","0.43","0.0015","0.0016"
"HEDI","1_nSPC","-1.3","-2.8495"," 0.2719","11"," 0.02063","68.13065","0.0218","0.022","1.37","1.371","0.0299","0.02986"
"HEDI","2_BLT","-1.3","-2.8495"," 0.2719","11"," 0.02063","68.13065","0.0019","0.007","0.69","0.061","0.0013","0.00043"
"KYCI","1_nSPC","0.69","0.02621","1.36899","0.84","0.2644","2.2809","0.013","0.013","2.2"," 2.2","0.028","0.028"
"KYCI","2_BLT","0.69","0.02621","1.36899","0.84","0.2644","2.2809","0.042","0.022","9.5","11.3","0.400","0.245"
"KYSA","1_nSPC","2.4","1.747","3.031","1.2","0.3982","2.9001","0.018","0.018","12","12","0.21","0.21"
"KYSA","2_BLT","2.4","1.747","3.031","1.2","0.3982","2.9001","0.130","0.013","23","19","3.03","0.26"
"KYVA","1_nSPC","3.3","1.953","4.609","2.6e+14","2.575e-16","3.949e+01","0.0047","0.0047"," 4.3","4.3e+00","0.02","2.0e-02"
"KYVA","2_BLT","3.3","1.953","4.609","2.6e+14","2.575e-16","3.949e+01","0.1008","0.0042","50.8","2.0e-13","5.12","8.4e-16"
"LAPH","1_nSPC","0.36","0.1128","0.5958","3.8","3.064","4.601","0.39","0.39","0.012","0.0115","0.0045","0.0045"
"LAPH","2_BLT","0.36","0.1128","0.5958","3.8","3.064","4.601","0.44","0.35","0.035","0.0092","0.0153","0.0032"
"LIZA","1_nSPC","0.73","0.3027","1.1317","4","2.004","7.451","0.045","0.045","0.041","0.041","0.0019","0.0019"
"LIZA","2_BLT","0.73","0.3027","1.1317","4","2.004","7.451","0.094","0.048","0.125","0.031","0.0117","0.0015"
