"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CHCH","2_BLT","-3.3","-5.8939","-0.8338","1.7"," 0.03186","12.74973","0.0011","0.031"," 27"," 16","0.03","0.48"
"CHEP","1_nSPC","-4.3","-6.343","-2.545","37","  6.635","126.953","0.1338","0.13","0.23","0.227","0.0304","0.030"
"CHEP","2_BLT","-4.3","-6.343","-2.545","37","  6.635","126.953","0.0018","0.12","3.31","0.089","0.0058","0.011"
"CHFA","1_nSPC","-2","-5.353"," 1.614","2","0.3366","7.0275","0.00559","0.0056","0.14","0.140","7.8e-04","0.00078"
"CHFA","2_BLT","-2","-5.353"," 1.614","2","0.3366","7.0275","0.00034","0.0025","0.17","0.085","5.9e-05","0.00021"
"CHFN","1_nSPC","-2","-2.7812","-0.9851","1.1","0.4028","2.3202","0.0660","0.066"," 7.8"," 7.8","0.512","0.51"
"CHFN","2_BLT","-2","-2.7812","-0.9851","1.1","0.4028","2.3202","0.0063","0.043","11.8","11.0","0.074","0.48"
"CHMC","1_nSPC","-2","-2.612","-1.424","0.6","0.4305","0.7835","0.290","0.29","4.6","4.6","1.32","1.3"
"CHMC","2_BLT","-2","-2.612","-1.424","0.6","0.4305","0.7835","0.091","0.42","4.5","7.5","0.41","3.2"
"CHPE","1_nSPC","-2.2","-3.4580","-0.9815","0.7","0.2361","1.6124","0.093","0.093","3.6","3.6","0.332","0.33"
"CHPE","2_BLT","-2.2","-3.4580","-0.9815","0.7","0.2361","1.6124","0.019","0.153","1.3","1.9","0.025","0.29"
"CHSL","1_nSPC","-3.6","-4.147","-3.025","0.67","0.5418","0.8054","0.55","0.55","1.45","1.4","0.79","0.79"
"CHSL","2_BLT","-3.6","-4.147","-3.025","0.67","0.5418","0.8054","0.12","0.83","0.93","1.4","0.11","1.15"
"CHTL","1_nSPC","-3.5","-4.227","-2.850","0.97","0.6783","1.3973","0.250","0.25","0.42","0.42","0.11","0.11"
"CHTL","2_BLT","-3.5","-4.227","-2.850","0.97","0.6783","1.3973","0.019","0.39","0.54","0.56","0.01","0.22"
"CHUB","1_nSPC","-1.9","-2.567","-1.310","0.65","0.3735","0.9920","0.16","0.16","2.9","2.9","0.46","0.46"
"CHUB","2_BLT","-1.9","-2.567","-1.310","0.65","0.3735","0.9920","0.07","0.34","2.1","3.2","0.14","1.10"
"CHUD","1_nSPC","-1.4","-2.299","-0.371","0.73","0.1958","1.7831","0.035","0.035","67","67","2.36","2.4"
"CHUD","2_BLT","-1.4","-2.299","-0.371","0.73","0.1958","1.7831","0.024","0.087","21","29","0.51","2.5"
"CIPI","1_nSPC","-3.3","-6.3029","-0.7208","1.9","0.2724","6.8062","0.0628","0.063","0.12","0.12","0.0078","0.0078"
"CIPI","2_BLT","-3.3","-6.3029","-0.7208","1.9","0.2724","6.8062","0.0037","0.096","0.28","0.15","0.0011","0.0141"
"COAY","1_nSPC","-3","-3.636","-2.377","0.46","0.3024","0.6512","0.223","0.22","1.42","1.4","0.316","0.32"
"COAY","2_BLT","-3","-3.636","-2.377","0.46","0.3024","0.6512","0.027","0.35","0.56","1.2","0.015","0.43"
"COGA","1_nSPC","-2.6","-3.297","-1.860","1.7","0.9788","2.8257","0.303","0.30","0.22","0.22","0.068","0.068"
"COGA","2_BLT","-2.6","-3.297","-1.860","1.7","0.9788","2.8257","0.019","0.21","0.21","0.12","0.004","0.024"
"CTHA","1_nSPC","-2.5","-3.302","-1.644","1.1","0.5883","1.7939","0.20","0.20","0.54","0.54","0.107","0.11"
