"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"ABAB","1_nSPC","Global",0,2.12,0,0,0.07,0.07,0,0
"ABAB","2_BLT","Global",0,2.12,0,0,0.03,0.01,0,0
"ABNO","1_nSPC","Global",0,2.12,0,0,1.51,1.51,0,0
"ABSO","1_nSPC","Global",0,2.12,0.03,0.03,0.18,0.18,0.01,0.01
"ABSO","2_BLT","Global",0,2.12,0.03,0.03,1.28,0.6,0.04,0.02
"ABSP","1_nSPC","Global",0,2.12,0.01,0.01,0.42,0.42,0,0
"ABVA","1_nSPC","Global",0,2.12,0.03,0.03,0.26,0.26,0.01,0.01
"ABVA","2_BLT","Global",0,2.12,0.01,0.01,0.11,0.05,0,0
"ACAC","1_nSPC","Global",0,2.12,0.23,0.23,0.62,0.62,0.14,0.14
"ACAC","2_BLT","Global",0,2.12,0.17,0.17,3.74,1.76,0.65,0.31
"ACAL","1_nSPC","Global",0,2.12,0,0,3.05,3.05,0.01,0.01
"ACAN","1_nSPC","Global",0,2.12,0.01,0.01,0.21,0.21,0,0
"ACAN","2_BLT","Global",0,2.12,0,0,0.1,0.05,0,0
"ACBL","1_nSPC","Global",0,2.12,0.11,0.11,1.39,1.39,0.15,0.15
"ACBL","2_BLT","Global",0,2.12,0.08,0.08,4,1.88,0.33,0.16
"ACDU","1_nSPC","Global",0,2.12,0.01,0.01,0.76,0.76,0.01,0.01
"ACDU","2_BLT","Global",0,2.12,0.02,0.02,3.08,1.45,0.07,0.03
"ACGU","1_nSPC","Global",0,2.12,0.01,0.01,0.09,0.09,0,0
"ACGU","2_BLT","Global",0,2.12,0,0,0.13,0.06,0,0
"ACLE","1_nSPC","Global",0,2.12,0,0,0.03,0.03,0,0
"ACLE","2_BLT","Global",0,2.12,0.01,0.01,0.39,0.18,0,0
"ACLI","1_nSPC","Global",0,2.12,0.11,0.11,1.64,1.64,0.18,0.18
"ACLI","2_BLT","Global",0,2.12,0.13,0.13,5.72,2.7,0.73,0.34
"ACLU","1_nSPC","Global",0,2.12,0.12,0.12,0.54,0.54,0.07,0.07
"ACLU","2_BLT","Global",0,2.12,0.03,0.03,1.92,0.9,0.06,0.03
"ACMA","1_nSPC","Global",0,2.12,0.08,0.08,0.44,0.44,0.03,0.03
"ACMA","2_BLT","Global",0,2.12,0.09,0.09,1.52,0.71,0.14,0.06
"ACMT","1_nSPC","Global",0,2.12,0.07,0.07,2.37,2.37,0.16,0.16
"ACMT","2_BLT","Global",0,2.12,0.02,0.02,8.82,4.15,0.21,0.1
"ACNC","1_nSPC","Global",0,2.12,0.65,0.65,1.47,1.47,0.95,0.95
"ACNC","2_BLT","Global",0,2.12,0.61,0.61,4.15,1.95,2.52,1.19
"ACNF","1_nSPC","Global",0,2.12,0.16,0.16,0.23,0.23,0.04,0.04
"ACNF","2_BLT","Global",0,2.12,0.1,0.1,0.7,0.33,0.07,0.03
"ACNI","1_nSPC","Global",0,2.12,0.04,0.04,0.59,0.59,0.02,0.02
"ACNI","2_BLT","Global",0,2.12,0.12,0.12,0.84,0.39,0.1,0.05
"ACNR","1_nSPC","Global",0,2.12,0.37,0.37,0.88,0.88,0.33,0.33
"ACNR","2_BLT","Global",0,2.12,0.29,0.29,2.39,1.13,0.69,0.32
"ACNU","1_nSPC","Global",0,2.12,0,0,0.27,0.27,0,0
"ACOL","1_nSPC","Global",0,2.12,0.34,0.34,1.19,1.19,0.4,0.4
"ACOL","2_BLT","Global",0,2.12,0.19,0.19,1.46,0.69,0.28,0.13
"ACPY","1_nSPC","Global",0,2.12,0.04,0.04,0.14,0.14,0.01,0.01
"ACPY","2_BLT","Global",0,2.12,0,0,0.01,0,0,0
"ACSO","1_nSPC","Global",0,2.12,0,0,22.18,22.18,0.01,0.01
"ACSP","1_nSPC","Global",0,2.12,0.02,0.02,0.31,0.31,0.01,0.01
"ACSP","2_BLT","Global",0,2.12,0.05,0.05,0.94,0.44,0.05,0.02
"ACTH","1_nSPC","Global",0,2.12,0.22,0.22,0.41,0.41,0.09,0.09
"ACTH","2_BLT","Global",0,2.12,0.24,0.24,2.13,1,0.52,0.24
