"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"PSFL","2_TOW","-5.2","-7.038","-3.341","0.2","0.09948","0.35108","0.00038","0.067","0.32","1.6","0.00012","0.11"
"SCAL","1_nSPC","-3.6","-4.702","-2.685","0.23","0.1177","0.4173","0.0421","0.042","1.69","1.7","0.07115","0.071"
"SCAL","2_TOW","-3.6","-4.702","-2.685","0.23","0.1177","0.4173","0.0006","0.023","0.31","1.4","0.00019","0.031"
"SCFO","1_nSPC","-9","-11.238"," -6.973","0.16","0.08789","0.27369","0.33017","0.33","1.39","1.4","4.6e-01","0.46"
"SCFO","2_TOW","-9","-11.238"," -6.973","0.16","0.08789","0.27369","0.00035","0.75","0.18","1.1","6.3e-05","0.82"
"SCRU","1_nSPC","-4.5","-4.900","-4.157","0.2","0.1689","0.2329","0.194","0.19","2.67","2.7","0.5173","0.52"
"SCRU","2_TOW","-4.5","-4.900","-4.157","0.2","0.1689","0.2329","0.006","0.36","0.43","2.1","0.0026","0.77"
"SCSP","1_nSPC","-2.3","-3.136","-1.448","0.55","0.1355","1.4425","0.0251","0.025","1.55","1.55","0.03888","0.0389"
"SCSP","2_TOW","-2.3","-3.136","-1.448","0.55","0.1355","1.4425","0.0012","0.012","0.39","0.71","0.00048","0.0085"
"SCXA","1_nSPC","-3.4","-4.799","-2.101","0.11","0.05856","0.20454","0.0276","0.028","2.24","2.2","0.0617","0.062"
"SCXA","2_TOW","-3.4","-4.799","-2.101","0.11","0.05856","0.20454","0.0016","0.049","0.24","2.2","0.0004","0.107"
"SPBA","1_nSPC","-3.7","-4.991","-2.485","0.034","0.01668","0.06165","0.02617","0.026","17.69","18","0.46299","0.46"
"SPBA","2_TOW","-3.7","-4.991","-2.485","0.034","0.01668","0.06165","0.00075","0.029"," 0.44","13","0.00033","0.38"
"SPQE","1_nSPC","-2.4","-3.149","-1.506","0.06","0.02071","0.13626","0.0178","0.018","158.4","158","2.814","2.8"
"SPQE","2_TOW","-2.4","-3.149","-1.506","0.06","0.02071","0.13626","0.0029","0.030","  3.8"," 64","0.011","1.9"
"SURG","1_nSPC","-7.4","-11.850"," -3.490","62","  8.258","220.560","1.0e-01","0.102","0.029","0.0292","3.0e-03","0.00298"
"SURG","2_TOW","-7.4","-11.850"," -3.490","62","  8.258","220.560","9.5e-06","0.015","0.454","0.0073","4.3e-06","0.00011"
"TROB","1_nSPC","-2.9","-3.620","-2.175","0.032","0.02359","0.04315","0.0416","0.042","13.46","13","0.560","0.56"
"TROB","2_TOW","-2.9","-3.620","-2.175","0.032","0.02359","0.04315","0.0034","0.058"," 0.61","19","0.002","1.10"
"VALO","1_nSPC","-5.8","-7.066","-4.431","0.35","0.1780","0.6479","0.06901","0.069","1.12","1.12","7.7e-02","0.077"
"VALO","2_TOW","-5.8","-7.066","-4.431","0.35","0.1780","0.6479","0.00041","0.115","0.23","0.67","9.6e-05","0.077"
