"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"ABAB","1_nSPC","Global",0,2.07,0.15,0.15,0.02,0.02,0,0
"ABAB","2_BLT","Global",0,2.07,0.22,0.22,0.05,0.03,0.01,0.01
"ABSO","1_nSPC","Global",0,2.07,0.01,0.01,0,0,0,0
"ABSO","2_BLT","Global",0,2.07,0,0,0,0,0,0
"ABVA","1_nSPC","Global",0,2.07,0.08,0.08,0.04,0.04,0,0
"ABVA","2_BLT","Global",0,2.07,0.04,0.04,0.04,0.02,0,0
"ACAC","1_nSPC","Global",0,2.07,0.04,0.04,0.01,0.01,0,0
"ACAC","2_BLT","Global",0,2.07,0.06,0.06,0.01,0.01,0,0
"ACAN","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ACBL","1_nSPC","Global",0,2.07,0.25,0.25,0.01,0.01,0,0
"ACBL","2_BLT","Global",0,2.07,0.1,0.1,0.01,0.01,0,0
"ACDU","1_nSPC","Global",0,2.07,0.19,0.19,0,0,0,0
"ACDU","2_BLT","Global",0,2.07,0.08,0.08,0.01,0,0,0
"ACLE","1_nSPC","Global",0,2.07,0.29,0.29,0.03,0.03,0.01,0.01
"ACLE","2_BLT","Global",0,2.07,0.25,0.25,0.04,0.02,0.01,0.01
"ACLI","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ACNC","1_nSPC","Global",0,2.07,0,0,0.01,0.01,0,0
"ACNC","2_BLT","Global",0,2.07,0,0,0.01,0.01,0,0
"ACNF","1_nSPC","Global",0,2.07,0.45,0.45,0.02,0.02,0.01,0.01
"ACNF","2_BLT","Global",0,2.07,0.36,0.36,0.06,0.03,0.02,0.01
"ACNR","1_nSPC","Global",0,2.07,0.66,0.66,0.02,0.02,0.01,0.01
"ACNR","2_BLT","Global",0,2.07,0.68,0.68,0.05,0.02,0.03,0.02
"ACOL","1_nSPC","Global",0,2.07,0.56,0.56,0.02,0.02,0.01,0.01
"ACOL","2_BLT","Global",0,2.07,0.4,0.4,0.03,0.01,0.01,0.01
"ACSO","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ACSP","1_nSPC","Global",0,2.07,0.05,0.05,0.01,0.01,0,0
"ACSP","2_BLT","Global",0,2.07,0,0,0.03,0.01,0,0
"ACTH","1_nSPC","Global",0,2.07,0.02,0.02,0.01,0.01,0,0
"ACTH","2_BLT","Global",0,2.07,0,0,0.01,0.01,0,0
"ACTR","1_nSPC","Global",0,2.07,0.74,0.74,0.04,0.04,0.03,0.03
"ACTR","2_BLT","Global",0,2.07,0.61,0.61,0.1,0.05,0.06,0.03
"ACXA","1_nSPC","Global",0,2.07,0.02,0.02,0,0,0,0
"ACXA","2_BLT","Global",0,2.07,0.01,0.01,0.01,0.01,0,0
"AEOC","1_nSPC","Global",0,2.07,0.01,0.01,0,0,0,0
"AEOC","2_BLT","Global",0,2.07,0,0,0,0,0,0
"ALSC","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ALSC","2_BLT","Global",0,2.07,0,0,0,0,0,0
"AMBI","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ANCH","1_nSPC","Global",0,2.07,0.15,0.15,0,0,0,0
"ANCH","2_BLT","Global",0,2.07,0.12,0.12,0.01,0.01,0,0
"ANCO","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ANCO","2_BLT","Global",0,2.07,0,0,0,0,0,0
"ANCU","1_nSPC","Global",0,2.07,0.27,0.27,0,0,0,0
"ANCU","2_BLT","Global",0,2.07,0.27,0.27,0.01,0,0,0
"ANSP","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"ANTH","2_BLT","Global",0,2.07,0,0,0.02,0.01,0,0
"APAR","1_nSPC","Global",0,2.07,0.09,0.09,0,0,0,0
"APAR","2_BLT","Global",0,2.07,0.09,0.09,0.01,0.01,0,0
"APFU","1_nSPC","Global",0,2.07,0.07,0.07,0,0,0,0
"APFU","2_BLT","Global",0,2.07,0.05,0.05,0.01,0,0,0
"APSP","1_nSPC","Global",0,2.07,0,0,0,0,0,0
"APSP","2_BLT","Global",0,2.07,0,0,0.01,0.01,0,0
"APVI","1_nSPC","Global",0,2.07,0.55,0.55,0.01,0.01,0,0
"APVI","2_BLT","Global",0,2.07,0.32,0.32,0,0,0,0
"ARHI","1_nSPC","Global",0,2.07,0.01,0.01,0,0,0,0
"ARHI","2_BLT","Global",0,2.07,0,0,0,0,0,0
"ARME","1_nSPC","Global",0,2.07,0.01,0.01,0,0,0,0
"ASSE","2_BLT","Global",0,2.07,0,0,0,0,0,0
"ATIN","1_nSPC","Global",0,2.07,0,0,2.26,2.26,0,0
"ATIN","2_BLT","Global",0,2.07,0,0,0.2,0.1,0,0
"AUCH","1_nSPC","Global",0,2.07,0.12,0.12,0,0,0,0
