"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"SCRU","1_nSPC","-6.3","-6.761","-5.864","0.14","0.1230","0.1673","0.5641","0.56","2.94","2.9","1.658","1.7"
"SCRU","2_TOW","-6.3","-6.761","-5.864","0.14","0.1230","0.1673","0.0061","0.77","0.33","2.3","0.002","1.8"
"SCSP","1_nSPC","-5.9","-8.773","-2.711","1.4","0.1060","6.2071","1.5e-02","0.0145","0.50","0.50","7.2e-03","0.00722"
"SCSP","2_TOW","-5.9","-8.773","-2.711","1.4","0.1060","6.2071","1.1e-05","0.0036","0.21","0.15","2.2e-06","0.00055"
"SPBA","1_nSPC","-4.7","-6.177","-3.427","0.21","0.06732","0.50923","0.03708","0.037","10.23","10.2","0.37919","0.38"
"SPBA","2_TOW","-4.7","-6.177","-3.427","0.21","0.06732","0.50923","0.00056","0.058"," 0.48"," 2.2","0.00027","0.13"
"SPQE","1_nSPC","-2.6","-4.132","-1.098","0.064","0.002282","0.357711","0.00407","0.0041","112","112","0.45551","0.456"
"SPQE","2_TOW","-2.6","-4.132","-1.098","0.064","0.002282","0.357711","0.00011","0.0015","  3"," 47","0.00034","0.073"
"TAME","1_nSPC","-1.9","-2.9812","-0.8977","0.026","0.009694","0.057047","0.0118","0.012","14.17","14","0.1676","0.17"
"TAME","2_TOW","-1.9","-2.9812","-0.8977","0.026","0.009694","0.057047","0.0018","0.012"," 0.75","29","0.0014","0.35"
"TROB","1_nSPC","-2.9","-3.292","-2.438","0.037","0.03081","0.04577","0.1195","0.12","16.70","17","1.9948","2.0"
"TROB","2_TOW","-2.9","-3.292","-2.438","0.037","0.03081","0.04577","0.0077","0.12"," 0.81","22","0.0062","2.6"
"TYCR","1_nSPC","-6","-12.5322","  0.1478","1.4e+16","6.332e-15","1.577e+03","1.8e-02","0.01783","2.201","2.2e+00","3.9e-02","3.9e-02"
"TYCR","2_TOW","-6","-12.5322","  0.1478","1.4e+16","6.332e-15","1.577e+03","2.5e-06","0.00097","0.011","7.5e-19","2.7e-08","7.3e-22"
"VALO","1_nSPC","-6","-7.071","-4.938","0.24","0.1474","0.3672","0.1931","0.19","1.18","1.18","0.22747","0.23"
"VALO","2_TOW","-6","-7.071","-4.938","0.24","0.1474","0.3672","0.0019","0.44","0.18","0.75","0.00034","0.33"
