"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"PAFO","1_nSPC","-0.042","-0.32173"," 0.24915","2.7","2.346","3.145","0.28","0.28","0.0033","0.0033","0.00091","0.00091"
"PAFO","2_BLT","-0.042","-0.32173"," 0.24915","2.7","2.346","3.145","0.25","0.26","0.0093","0.0034","0.00234","0.00088"
"PAIN","1_nSPC","0.72","0.2504","1.1986","2.5","1.805","3.275","0.098","0.098","0.0033","0.0033","0.00033","0.00033"
"PAIN","2_BLT","0.72","0.2504","1.1986","2.5","1.805","3.275","0.122","0.063","0.0079","0.0032","0.00097","0.00020"
"PAMU","1_nSPC","-0.94","-1.2743","-0.5932","2.5","2.207","2.768","0.88","0.88","0.012","0.012","0.011","0.011"
"PAMU","2_BLT","-0.94","-1.2743","-0.5932","2.5","2.207","2.768","0.73","0.87","0.029","0.012","0.021","0.010"
"PAPL","1_nSPC","-0.48","-0.7324","-0.2059","1.9","1.613","2.227","0.40","0.40","0.0073","0.0073","0.0029","0.0029"
"PAPL","2_BLT","-0.48","-0.7324","-0.2059","1.9","1.613","2.227","0.31","0.42","0.0101","0.0053","0.0031","0.0022"
"PAPO","1_nSPC","0.62","0.04058","1.22422","1.4","0.7889","2.2986","0.037","0.037","0.0029","0.0029","0.00011","0.00011"
"PAPO","2_BLT","0.62","0.04058","1.22422","1.4","0.7889","2.2986","0.092","0.052","0.0060","0.0042","0.00055","0.00022"
"PARR","1_nSPC","-1.8","-2.206","-1.401","1.8","1.134","2.554","0.237","0.24","0.030","0.030","0.0071","0.0071"
"PARR","2_BLT","-1.8","-2.206","-1.401","1.8","1.134","2.554","0.047","0.23","0.062","0.035","0.0029","0.0081"
"PASC","1_nSPC","-1.1","-2.491"," 0.174","5"," 0.6231","21.3453","0.070","0.070","0.0088","0.0088","0.00062","0.00062"
"PASC","2_BLT","-1.1","-2.491"," 0.174","5"," 0.6231","21.3453","0.023","0.067","0.0363","0.0072","0.00083","0.00048"
"PEAS","1_nSPC","-2.6","-3.780","-1.327","6.2"," 3.035","10.480","0.0292","0.029","0.002","0.0020","5.7e-05","5.7e-05"
"PEAS","2_BLT","-2.6","-3.780","-1.327","6.2"," 3.035","10.480","0.0033","0.042","0.013","0.0021","4.2e-05","8.7e-05"
"PESP","1_nSPC","-1","-1.4104","-0.6774","1.9","1.581","2.358","0.240","0.24","0.0042","0.0042","0.00100","0.00100"
"PESP","2_BLT","-1","-1.4104","-0.6774","1.9","1.581","2.358","0.087","0.21","0.0066","0.0034","0.00058","0.00072"
"PLAR","1_nSPC","-0.69","-1.6598"," 0.3487","0.87","0.2576","1.9843","0.044","0.044","0.035","0.035","0.00156","0.0016"
"PLAR","2_BLT","-0.69","-1.6598"," 0.3487","0.87","0.2576","1.9843","0.010","0.020","0.067","0.077","0.00069","0.0016"
"PLEW","1_nSPC","-0.37","-0.84463"," 0.09287","2.1","1.461","3.111","0.112","0.112","0.0031","0.0031","0.00035","0.00035"
"PLEW","2_BLT","-0.37","-0.84463"," 0.09287","2.1","1.461","3.111","0.043","0.061","0.0079","0.0037","0.00034","0.00023"
"PLGO","1_nSPC","0.7","0.3102","1.1134","4.3","3.069","5.863","0.12","0.12","0.0068","0.0068","0.00079","0.00079"
"PLGO","2_BLT","0.7","0.3102","1.1134","4.3","3.069","5.863","0.15","0.08","0.0175","0.0041","0.00261","0.00033"
"PLIM","1_nSPC","-0.56","-0.97658","-0.09765","3.9","2.720","5.587","0.22","0.22","0.012","0.0123","0.0028","0.0028"
"PLIM","2_BLT","-0.56","-0.97658","-0.09765","3.9","2.720","5.587","0.13","0.21","0.024","0.0061","0.0032","0.0013"
"PLJO","1_nSPC","0.17","-0.07862"," 0.41871","2.3","1.927","2.669","0.51","0.51","0.0099","0.0099","0.005","0.0050"
"PLJO","2_BLT","0.17","-0.07862"," 0.41871","2.3","1.927","2.669","0.53","0.49","0.0294","0.0131","0.016","0.0064"
"PRKA","1_nSPC","0.55","-0.0894"," 1.2487","1.5","0.4946","3.6975","0.018","0.018","0.0063","0.0063","0.00011","0.00011"
"PRKA","2_BLT","0.55","-0.0894"," 1.2487","1.5","0.4946","3.6975","0.032","0.019","0.0187","0.0125","0.00061","0.00024"
"PRME","1_nSPC","2","1.374","2.702","3.8","1.650","7.575","0.014","0.014","0.0027","0.0027","3.7e-05","3.7e-05"
"PRME","2_BLT","2","1.374","2.702","3.8","1.650","7.575","0.082","0.012","0.0162","0.0043","1.3e-03","5.0e-05"
"PSCE","1_nSPC","-1.4","-1.9402","-0.8757","2.1","1.304","3.439","0.129","0.13","0.0065","0.0065","0.00084","0.00084"
"PSCE","2_BLT","-1.4","-1.9402","-0.8757","2.1","1.304","3.439","0.074","0.25","0.0092","0.0044","0.00068","0.00108"
"PSEV","1_nSPC","-0.76","-1.1629","-0.3718","2.9","1.985","4.043","0.120","0.12","0.0053","0.0053","0.00064","0.00064"
"PSEV","2_BLT","-0.76","-1.1629","-0.3718","2.9","1.985","4.043","0.091","0.18","0.0165","0.0057","0.00150","0.00101"
"PSOC","1_nSPC","0.22","-0.06874"," 0.51528","2.9","2.373","3.509","0.16","0.16","0.0042","0.0042","0.0007","0.00070"
"PSOC","2_BLT","0.22","-0.06874"," 0.51528","2.9","2.373","3.509","0.22","0.18","0.0122","0.0042","0.0027","0.00077"
"PSTE","1_nSPC","0.085","-0.30974"," 0.50102","2.5","1.904","3.224","0.086","0.086","0.0033","0.0033","0.00029","0.00029"
"PSTE","2_BLT","0.085","-0.30974"," 0.50102","2.5","1.904","3.224","0.070","0.064","0.0072","0.0029","0.00050","0.00019"
"PSTH","1_nSPC","-1.1","-2.18883","-0.05725","0.97","0.03369","5.23645","0.0191","0.0191","0.084","0.084","0.00160","0.0016"
"PSTH","2_BLT","-1.1","-2.18883","-0.05725","0.97","0.03369","5.23645","0.0031","0.0096","0.123","0.127","0.00039","0.0012"
"PTHE","1_nSPC","-0.7","-1.8048"," 0.4988","10"," 1.809","32.410","0.0500","0.050","0.0045","0.0045","0.00023","0.00023"
"PTHE","2_BLT","-0.7","-1.8048"," 0.4988","10"," 1.809","32.410","0.0089","0.018","0.1306","0.0126","0.00116","0.00022"
"PTSP","1_nSPC","0.035","-0.88900"," 0.91310","1.8","1.112","2.676","0.035","0.0350","0.0027","0.0027","9.4e-05","9.4e-05"
"PTSP","2_BLT","0.035","-0.88900"," 0.91310","1.8","1.112","2.676","0.010","0.0097","0.0043","0.0024","4.4e-05","2.4e-05"
"RHRE","1_nSPC","-0.25","-0.9189"," 0.4081","1.3","0.9226","1.8977","0.165","0.165","0.0056","0.0056","0.00092","0.00092"
"RHRE","2_BLT","-0.25","-0.9189"," 0.4081","1.3","0.9226","1.8977","0.071","0.089","0.0074","0.0055","0.00052","0.00049"
"SADI","1_nSPC","-0.91","-1.4581","-0.4215","2.8","1.546","4.642","0.060","0.060","0.0057","0.0057","0.00034","0.00034"
"SADI","2_BLT","-0.91","-1.4581","-0.4215","2.8","1.546","4.642","0.024","0.057","0.0147","0.0052","0.00035","0.00030"
"SAPP","1_nSPC","-0.88","-1.9520"," 0.2289","3.5","1.035","8.696","0.0530","0.053","0.0050","0.005","0.00027","2.7e-04"
"SAPP","2_BLT","-0.88","-1.9520"," 0.2289","3.5","1.035","8.696","0.0056","0.013","0.0071","0.002","0.00004","2.7e-05"
