"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"HEMO","1_nSPC","Global",2.33,3.39,0.06,0.06,0.63,0.63,0.04,0.04
"HEPO","1_nSPC","Global",2.33,3.39,0.02,0.02,0.21,0.21,0,0
"HESI","1_nSPC","Global",2.33,3.39,0.05,0.05,0.59,0.59,0.03,0.03
"HETH","1_nSPC","Global",2.33,3.39,0.11,0.11,0.72,0.72,0.08,0.08
"HEVA","1_nSPC","Global",2.33,3.39,0.04,0.04,0.29,0.29,0.01,0.01
"HILO","1_nSPC","Global",2.33,3.39,0,0,6.97,6.97,0,0
"HODO","1_nSPC","Global",2.33,3.39,0.03,0.03,0.32,0.32,0.01,0.01
"HODO","2_BLT","Global",2.33,3.39,0.01,0.06,0.58,0.17,0,0.01
"HYAC","1_nSPC","Global",2.33,3.39,0,0,0.13,0.13,0,0
"ISSP","1_nSPC","Global",2.33,3.39,0,0,0.01,0.01,0,0
"JACK","2_BLT","Global",2.33,3.39,0,0.03,0.59,0.17,0,0.01
"KYCI","1_nSPC","Global",2.33,3.39,0.02,0.02,1.49,1.49,0.02,0.02
"KYCI","2_BLT","Global",2.33,3.39,0,0.02,3.34,0.99,0.01,0.02
"KYVA","2_BLT","Global",2.33,3.39,0,0.02,0.76,0.22,0,0
"LABI","1_nSPC","Global",2.33,3.39,0.23,0.23,0.01,0.01,0,0
"LADI","1_nSPC","Global",2.33,3.39,0.57,0.57,0.01,0.01,0,0
"LARU","1_nSPC","Global",2.33,3.39,0.43,0.43,0.01,0.01,0,0
"LAUN","1_nSPC","Global",2.33,3.39,0.05,0.05,0.02,0.02,0,0
"LAXA","1_nSPC","Global",2.33,3.39,0.31,0.31,0.01,0.01,0,0
"LEAM","1_nSPC","Global",2.33,3.39,0,0,1.11,1.11,0,0
"LEER","1_nSPC","Global",2.33,3.39,0,0,0.98,0.98,0,0
"LEEY","1_nSPC","Global",2.33,3.39,0,0,0.46,0.46,0,0
"LEHA","1_nSPC","Global",2.33,3.39,0.03,0.03,1,1,0.03,0.03
"LEOB","1_nSPC","Global",2.33,3.39,0.01,0.01,0.81,0.81,0.01,0.01
"LEOL","1_nSPC","Global",2.33,3.39,0.03,0.03,4.82,4.82,0.15,0.15
"LEOL","2_BLT","Global",2.33,3.39,0.01,0.08,1.85,0.55,0.01,0.04
"LERU","1_nSPC","Global",2.33,3.39,0.01,0.01,0.96,0.96,0.01,0.01
"LERU","2_BLT","Global",2.33,3.39,0,0,0.53,0.16,0,0
"LETA","1_nSPC","Global",2.33,3.39,0.03,0.03,0.45,0.45,0.02,0.02
"LETH","1_nSPC","Global",2.33,3.39,0.03,0.03,2.34,2.34,0.07,0.07
"LETH","2_BLT","Global",2.33,3.39,0,0.01,1,0.29,0,0
"LEXA","1_nSPC","Global",2.33,3.39,0.01,0.01,2.06,2.06,0.02,0.02
"LIZA","1_nSPC","Global",2.33,3.39,0.14,0.14,0.04,0.04,0.01,0.01
"LUBI","2_BLT","Global",2.33,3.39,0,0.03,0.39,0.12,0,0
"LUBO","1_nSPC","Global",2.33,3.39,0.38,0.38,3.66,3.66,1.41,1.41
"LUBO","2_BLT","Global",2.33,3.39,0.12,0.59,3.14,0.93,0.38,0.54
"LUFU","1_nSPC","Global",2.33,3.39,0.08,0.08,1.24,1.24,0.1,0.1
"LUFU","2_BLT","Global",2.33,3.39,0.01,0.12,0.53,0.16,0.01,0.02
"LUGI","1_nSPC","Global",2.33,3.39,0.08,0.08,1.48,1.48,0.12,0.12
"LUGI","2_BLT","Global",2.33,3.39,0.03,0.21,1.91,0.57,0.05,0.12
"LUKA","1_nSPC","Global",2.33,3.39,0.19,0.19,2.2,2.2,0.41,0.41
