"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"APGR","2_BLT","Global",0,2.36,0.03,0.03,0.01,0,0,0
"APSP","1_nSPC","Global",0,2.36,0,0,0.26,0.26,0,0
"APSP","2_BLT","Global",0,2.36,0.06,0.06,0.13,0.05,0.01,0
"APVI","1_nSPC","Global",0,2.36,0.1,0.1,0,0,0,0
"APVI","2_BLT","Global",0,2.36,0.02,0.02,0,0,0,0
"APXA","1_nSPC","Global",0,2.36,0.17,0.17,0,0,0,0
"APXA","2_BLT","Global",0,2.36,0.07,0.07,0.01,0,0,0
"ARHI","1_nSPC","Global",0,2.36,0.02,0.02,0,0,0,0
"ARHI","2_BLT","Global",0,2.36,0,0,0,0,0,0
"ARME","1_nSPC","Global",0,2.36,0.09,0.09,0,0,0,0
"ARME","2_BLT","Global",0,2.36,0.07,0.07,0.01,0,0,0
"ARNI","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"AUCH","1_nSPC","Global",0,2.36,0.11,0.11,0,0,0,0
"AUCH","2_BLT","Global",0,2.36,0.05,0.05,0,0,0,0
"BACO","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"BAUN","1_nSPC","Global",0,2.36,0.47,0.47,0,0,0,0
"BAUN","2_BLT","Global",0,2.36,0.26,0.26,0.01,0,0,0
"BAVI","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"BAVI","2_BLT","Global",0,2.36,0.02,0.02,0,0,0,0
"BIGE","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"BLEN","1_nSPC","Global",0,2.36,0.12,0.12,0.01,0.01,0,0
"BLEN","2_BLT","Global",0,2.36,0.21,0.21,0.02,0.01,0,0
"BOAL","1_nSPC","Global",0,2.36,0.05,0.05,0,0,0,0
"BOAL","2_BLT","Global",0,2.36,0.01,0.01,0,0,0,0
"BOAN","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"BOAX","1_nSPC","Global",0,2.36,0.12,0.12,0,0,0,0
"BOAX","2_BLT","Global",0,2.36,0.1,0.1,0.01,0,0,0
"BODI","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"BODI","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
"BOLO","1_nSPC","Global",0,2.36,0.28,0.28,0,0,0,0
"BOLO","2_BLT","Global",0,2.36,0.14,0.14,0,0,0,0
"BOMA","1_nSPC","Global",0,2.36,0.02,0.02,0,0,0,0
"BOMA","2_BLT","Global",0,2.36,0,0,0,0,0,0
"BOME","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"BOMU","1_nSPC","Global",0,2.36,0.01,0.01,0.02,0.02,0,0
"BOMU","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
"BOPR","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"BOPR","2_BLT","Global",0,2.36,0.09,0.09,0.01,0,0,0
"BOXF","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"BOXF","2_BLT","Global",0,2.36,0.02,0.02,0.01,0,0,0
"BUTT","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"BUTT","2_BLT","Global",0,2.36,0.05,0.05,0.01,0,0,0
"CAAB","1_nSPC","Global",0,2.36,0.32,0.32,0,0,0,0
"CAAB","2_BLT","Global",0,2.36,0.29,0.29,0.01,0,0,0
"CAAM","1_nSPC","Global",0,2.36,0.05,0.05,0,0,0,0
"CAAM","2_BLT","Global",0,2.36,0.01,0.01,0,0,0,0
"CACA","1_nSPC","Global",0,2.36,0.2,0.2,0,0,0,0
"CACA","2_BLT","Global",0,2.36,0.11,0.11,0.01,0,0,0
"CACE","1_nSPC","Global",0,2.36,0,0,0.08,0.08,0,0
"CACO","1_nSPC","Global",0,2.36,0,0,0,0,0,0
