"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CHMC","1_nSPC","-3.9","-4.288","-3.376","0.028","0.02412","0.03327","0.2896","0.29","0.0044","0.0044","1.3e-03","0.0013"
"CHMC","2_TOW","-3.9","-4.288","-3.376","0.028","0.02412","0.03327","0.0071","0.25","0.0001","0.0035","7.2e-07","0.0009"
"CHPE","1_nSPC","-8.6","-11.979"," -5.266","0.02","0.005055","0.056676","9.3e-02","0.093","4.9e-03","0.0049","4.5e-04","0.00045"
"CHPE","2_TOW","-8.6","-11.979"," -5.266","0.02","0.005055","0.056676","5.3e-05","0.219","4.3e-05","0.0021","2.3e-09","0.00046"
"CHUB","1_nSPC","-9.1","-11.416"," -6.766","0.058","0.01512","0.17587","1.6e-01","0.16","0.00729","0.0073","1.1e-03","0.0011"
"CHUB","2_TOW","-9.1","-11.416"," -6.766","0.058","0.01512","0.17587","8.8e-05","0.44","0.00029","0.0049","2.5e-08","0.0021"
"CHUD","1_nSPC","-2.5","-2.970","-1.972","0.029","0.02345","0.03404","0.0353","0.035","2.7e-03","0.0027","9.7e-05","9.7e-05"
"CHUD","2_TOW","-2.5","-2.970","-1.972","0.029","0.02345","0.03404","0.0061","0.069","8.5e-05","0.0030","5.1e-07","2.0e-04"
"COAY","1_nSPC","-7.5","-8.625","-6.471","0.02","0.01595","0.02558","0.22275","0.22","2.5e-03","0.0025","5.5e-04","0.00055"
"COAY","2_TOW","-7.5","-8.625","-6.471","0.02","0.01595","0.02558","0.00079","0.59","6.4e-05","0.0031","5.0e-08","0.00185"
"DIHY","1_nSPC","-3.4","-4.936","-2.003","0.03","0.02397","0.03724","0.01018","0.010","1.8e-03","0.0018","1.8e-05","1.8e-05"
"DIHY","2_TOW","-3.4","-4.936","-2.003","0.03","0.02397","0.03724","0.00054","0.016","6.2e-05","0.0021","3.4e-08","3.4e-05"
"ELBI","1_nSPC","-4.6","-5.278","-3.800","0.033","0.02048","0.05083","0.1031","0.10","0.0268","0.027","2.8e-03","0.0028"
"ELBI","2_TOW","-4.6","-5.278","-3.800","0.033","0.02048","0.05083","0.0022","0.18","0.0022","0.065","4.8e-06","0.0115"
"EPPO","1_nSPC","-5.2","-6.971","-3.552","0.021","0.01549","0.02918","0.07412","0.074","2.6e-03","0.0026","1.9e-04","1.9e-04"
"EPPO","2_TOW","-5.2","-6.971","-3.552","0.021","0.01549","0.02918","0.00016","0.029","4.7e-05","0.0022","7.4e-09","6.3e-05"
"EPSP","1_nSPC","-5.5","-7.152","-3.966","0.033","0.02276","0.04397","0.05874","0.059","1.9e-03","0.0019","1.1e-04","0.00011"
"EPSP","2_TOW","-5.5","-7.152","-3.966","0.033","0.02276","0.04397","0.00038","0.087","7.2e-05","0.0022","2.8e-08","0.00019"
"EPTA","1_nSPC","-5.6","-7.417","-3.855","0.059","0.03110","0.09864","0.03948","0.039","0.00177","0.0018","7.0e-05","7.0e-05"
"EPTA","2_TOW","-5.6","-7.417","-3.855","0.059","0.03110","0.09864","0.00013","0.033","0.00012","0.0020","1.6e-08","6.7e-05"
"FICO","1_nSPC","-2.5","-3.182","-1.919","0.038","0.02906","0.04708","0.0354","0.035","3.0e-03","0.0030","1.1e-04","0.00011"
"FICO","2_TOW","-2.5","-3.182","-1.919","0.038","0.02906","0.04708","0.0054","0.065","9.8e-05","0.0026","5.3e-07","0.00017"
"GROU","1_nSPC","-2.2","-4.64241","-0.06095","0.23","0.09583","0.44819","0.00278","0.0028","0.00177","0.00177","4.9e-06","4.9e-06"
"GROU","2_TOW","-2.2","-4.64241","-0.06095","0.23","0.09583","0.44819","0.00012","0.0011","0.00012","0.00051","1.4e-08","5.6e-07"
"HILO","1_nSPC","-4.1","-5.760","-2.457","0.034","0.02175","0.05184","0.00782","0.0078","2.0e-03","0.0020","1.6e-05","1.6e-05"
"HILO","2_TOW","-4.1","-5.760","-2.457","0.034","0.02175","0.05184","0.00059","0.0340","7.4e-05","0.0022","4.4e-08","7.4e-05"
"LEOL","1_nSPC","-4.7","-6.166","-3.320","0.045","0.02972","0.06816","0.02595","0.026","2.2e-03","0.0022","5.8e-05","5.8e-05"
"LEOL","2_TOW","-4.7","-6.166","-3.320","0.045","0.02972","0.06816","0.00059","0.063","8.3e-05","0.0018","4.8e-08","1.2e-04"
"LETH","1_nSPC","-6.3","-10.553"," -1.450","0.025","0.01008","0.05082","0.05624","0.0562","2.2e-03","0.0022","1.3e-04","1.3e-04"
"LETH","2_TOW","-6.3","-10.553"," -1.450","0.025","0.01008","0.05082","0.00001","0.0054","3.9e-05","0.0015","4.0e-10","8.3e-06"
"LEXA","1_nSPC","-8.8","-14.453"," -3.105","0.022","0.005419","0.057278","3.8e-02","0.038","2.4e-03","0.0024","9.1e-05","9.1e-05"
"LEXA","2_TOW","-8.8","-14.453"," -3.105","0.022","0.005419","0.057278","5.2e-06","0.034","3.9e-05","0.0018","2.0e-10","6.0e-05"
"LUBO","1_nSPC","-5.3","-5.696","-4.960","0.02","0.01844","0.02188","0.608","0.61","0.00856","0.0086","5.2e-03","0.0052"
"LUBO","2_TOW","-5.3","-5.696","-4.960","0.02","0.01844","0.02188","0.042","0.90","0.00014","0.0068","5.8e-06","0.0061"
"MANI","1_nSPC","-3","-4.359","-1.674","0.03","0.01254","0.06532","0.0042","0.0042","0.0054","0.0054","2.3e-05","2.3e-05"
"MANI","2_TOW","-3","-4.359","-1.674","0.03","0.01254","0.06532","0.0010","0.0209","0.0002","0.0068","2.1e-07","1.4e-04"
"MOGR","1_nSPC","-7.3","-8.852","-5.854","0.035","0.02400","0.04973","0.30045","0.30","0.00366","0.0037","1.1e-03","0.0011"
"MOGR","2_TOW","-7.3","-8.852","-5.854","0.035","0.02400","0.04973","0.00024","0.25","0.00014","0.0040","3.3e-08","0.0010"
"MOSP","1_nSPC","-2.6","-3.270","-1.950","0.035","0.02705","0.04498","0.0276","0.028","2.5e-03","0.0025","7.0e-05","0.00007"
"MOSP","2_TOW","-2.6","-3.270","-1.950","0.035","0.02705","0.04498","0.0034","0.044","8.5e-05","0.0024","2.9e-07","0.00011"
"NAAN","1_nSPC","-3.9","-6.329","-1.541","0.057","0.01631","0.14042","0.02139","0.0214","0.00318","0.0032","6.8e-05","6.8e-05"
"NAAN","2_TOW","-3.9","-6.329","-1.541","0.057","0.01631","0.14042","0.00013","0.0065","0.00012","0.0021","1.6e-08","1.4e-05"
"NABR","1_nSPC","-5.6","-6.914","-4.271","0.031","0.01847","0.04839","0.08697","0.087","3.9e-03","0.0039","3.4e-04","0.00034"
"NABR","2_TOW","-5.6","-6.914","-4.271","0.031","0.01847","0.04839","0.00086","0.184","8.2e-05","0.0027","7.0e-08","0.00049"
"NAHE","1_nSPC","-4.4","-4.798","-3.922","0.024","0.01956","0.02968","0.2210","0.22","0.01054","0.0105","2.3e-03","0.0023"
"NAHE","2_TOW","-4.4","-4.798","-3.922","0.024","0.01956","0.02968","0.0093","0.42","0.00023","0.0094","2.1e-06","0.0040"
"NASP","1_nSPC","0.13","-2.1129"," 2.4654","0.1","0.01275","0.36786","0.00062","0.00062","0.00141","0.0014","8.8e-07","8.8e-07"
"NASP","2_TOW","0.13","-2.1129"," 2.4654","0.1","0.01275","0.36786","0.00080","0.00071","0.00015","0.0015","1.2e-07","1.0e-06"
"NAUN","1_nSPC","-5.8","-8.451","-3.431","0.049","0.01916","0.10000","0.03959","0.040","0.0029","0.0029","1.1e-04","1.1e-04"
"NAUN","2_TOW","-5.8","-8.451","-3.431","0.049","0.01916","0.10000","0.00012","0.037","0.0001","0.0021","1.2e-08","7.9e-05"
"NAVL","1_nSPC","-4.7","-5.307","-4.053","0.048","0.03639","0.06142","0.1614","0.16","0.00347","0.0035","5.6e-04","0.00056"
"NAVL","2_TOW","-4.7","-5.307","-4.053","0.048","0.03639","0.06142","0.0045","0.32","0.00018","0.0037","8.0e-07","0.00121"
"PSFL","1_nSPC","-4.1","-4.917","-3.230","0.039","0.02881","0.05214","0.0434","0.043","2.2e-03","0.0022","9.4e-05","9.4e-05"
"PSFL","2_TOW","-4.1","-4.917","-3.230","0.039","0.02881","0.05214","0.0011","0.062","9.6e-05","0.0025","1.0e-07","1.5e-04"
"SCAL","1_nSPC","-5","-7.044","-3.151","0.051","0.02315","0.09635","0.04618","0.046","0.00285","0.0029","1.3e-04","0.00013"
"SCAL","2_TOW","-5","-7.044","-3.151","0.051","0.02315","0.09635","0.00029","0.043","0.00013","0.0026","3.8e-08","0.00011"
"SCFO","1_nSPC","-9.5","-11.740"," -7.468","0.014","0.00836","0.02169","0.17173","0.17","2.6e-03","0.0026","4.4e-04","0.00044"
"SCFO","2_TOW","-9.5","-11.740"," -7.468","0.014","0.00836","0.02169","0.00046","0.86","6.8e-05","0.0049","3.1e-08","0.00426"
"SCGH","1_nSPC","-6","-8.577","-3.651","0.018","0.009599","0.030768","0.02161","0.022","2.2e-03","0.0022","4.8e-05","4.8e-05"
"SCGH","2_TOW","-6","-8.577","-3.651","0.018","0.009599","0.030768","0.00014","0.052","3.9e-05","0.0022","5.3e-09","1.2e-04"
"SCLY","1_nSPC","-6.4","-8.151","-4.352","0.022","0.008904","0.045432","0.0610","0.061","0.0067","0.0067","4.1e-04","0.00041"
"SCLY","2_TOW","-6.4","-8.151","-4.352","0.022","0.008904","0.045432","0.0001","0.059","0.0002","0.0088","2.1e-08","0.00052"
"SCRU","1_nSPC","-5.8","-6.323","-5.387","0.029","0.02629","0.03162","0.5188","0.52","2.9e-03","0.0029","1.5e-03","0.0015"
"SCRU","2_TOW","-5.8","-6.323","-5.387","0.029","0.02629","0.03162","0.0068","0.70","7.8e-05","0.0027","5.3e-07","0.0019"
"SCSP","1_nSPC","-1","-2.2043"," 0.1834","0.065","0.006872","0.270489","0.0520","0.0520","0.01226","0.0123","6.4e-04","6.4e-04"
"SCSP","2_TOW","-1","-2.2043"," 0.1834","0.065","0.006872","0.270489","0.0016","0.0045","0.00012","0.0018","1.9e-07","8.0e-06"
