"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"ABAB","1_nSPC","Global",2.98,11.87,0,0,0.11,0.11,0,0
"ABSO","1_nSPC","Global",2.98,11.87,0,0,0.16,0.16,0,0
"ABSP","1_nSPC","Global",2.98,11.87,0.01,0.01,0.1,0.1,0,0
"ABSX","1_nSPC","Global",2.98,11.87,0.01,0.01,0.25,0.25,0,0
"ABVA","1_nSPC","Global",2.98,11.87,0.04,0.04,0.1,0.1,0,0
"ACAC","1_nSPC","Global",2.98,11.87,0.34,0.34,0.73,0.73,0.25,0.25
"ACAL","1_nSPC","Global",2.98,11.87,0.07,0.07,0.66,0.66,0.05,0.05
"ACAN","1_nSPC","Global",2.98,11.87,0,0,0.04,0.04,0,0
"ACBL","1_nSPC","Global",2.98,11.87,0.18,0.18,1.24,1.24,0.22,0.22
"ACDU","1_nSPC","Global",2.98,11.87,0,0,0.45,0.45,0,0
"ACGU","1_nSPC","Global",2.98,11.87,0.08,0.08,0.07,0.07,0.01,0.01
"ACLI","1_nSPC","Global",2.98,11.87,0.25,0.25,1.29,1.29,0.32,0.32
"ACLU","1_nSPC","Global",2.98,11.87,0.02,0.02,0.51,0.51,0.01,0.01
"ACMA","1_nSPC","Global",2.98,11.87,0.08,0.08,0.49,0.49,0.04,0.04
"ACMT","1_nSPC","Global",2.98,11.87,0.02,0.02,0.75,0.75,0.01,0.01
"ACNC","1_nSPC","Global",2.98,11.87,0.57,0.57,1.21,1.21,0.69,0.69
"ACNF","1_nSPC","Global",2.98,11.87,0.64,0.64,0.22,0.22,0.14,0.14
"ACNI","1_nSPC","Global",2.98,11.87,0.05,0.05,0.5,0.5,0.03,0.03
"ACNR","1_nSPC","Global",2.98,11.87,0.3,0.3,0.17,0.17,0.05,0.05
"ACOL","1_nSPC","Global",2.98,11.87,0.26,0.26,0.77,0.77,0.2,0.2
"ACPY","1_nSPC","Global",2.98,11.87,0.19,0.19,0.18,0.18,0.03,0.03
"ACSP","1_nSPC","Global",2.98,11.87,0.13,0.13,0.05,0.05,0.01,0.01
"ACTH","1_nSPC","Global",2.98,11.87,0.27,0.27,0.18,0.18,0.05,0.05
"ACTR","1_nSPC","Global",2.98,11.87,0.11,0.11,1.34,1.34,0.15,0.15
"ACXA","1_nSPC","Global",2.98,11.87,0.03,0.03,2.64,2.64,0.09,0.09
"ACXA","2_TOW","Global",2.98,11.87,0,0.04,0.99,0.08,0,0
"AEOC","1_nSPC","Global",2.98,11.87,0,0,9.58,9.58,0.03,0.03
"AEOC","2_TOW","Global",2.98,11.87,0,0.08,6.65,0.56,0.03,0.04
"AERO","1_nSPC","Global",2.98,11.87,0,0,0.71,0.71,0,0
"ALCI","1_nSPC","Global",2.98,11.87,0,0,3.12,3.12,0,0
"ALSC","1_nSPC","Global",2.98,11.87,0.01,0.01,0.5,0.5,0.01,0.01
"ALSC","2_TOW","Global",2.98,11.87,0,0.05,0.29,0.02,0,0
"AMBI","1_nSPC","Global",2.98,11.87,0,0,0.02,0.02,0,0
"AMCH","1_nSPC","Global",2.98,11.87,0.09,0.09,0.04,0.04,0,0
"AMCL","1_nSPC","Global",2.98,11.87,0,0,0,0,0,0
"AMCU","1_nSPC","Global",2.98,11.87,0,0,0.08,0.08,0,0
"AMME","1_nSPC","Global",2.98,11.87,0,0,0.21,0.21,0,0
"AMPE","1_nSPC","Global",2.98,11.87,0,0,0.04,0.04,0,0
"AMPH","1_nSPC","Global",2.98,11.87,0.01,0.01,0.06,0.06,0,0
"AMSC","1_nSPC","Global",2.98,11.87,0.04,0.04,0.12,0.12,0.01,0.01
"ANCA","1_nSPC","Global",2.98,11.87,0.06,0.06,0.15,0.15,0.01,0.01
